"Tshirt_name","Tshirt_image","Tshirt_rating","Tshirt_no_of_ratings","Tshirt_cstmr_rating_name","Tshirt_cstmr_rating_cstmr_review","Tshirt_cstmr_rating_date"
"AMERICAN CREW Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41R4sRp6I2L._AC_UL260_SR200,260_.jpg","4.1 out of 5 stars","1,011","5.0 out of 5 stars","Superb","Reviewed in India on 6 September 2019"
"AMERICAN CREW Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41R4sRp6I2L._AC_UL260_SR200,260_.jpg","4.1 out of 5 stars","1,011","5.0 out of 5 stars","Great material, excellent fit. Happy with purchase.","Reviewed in India on 15 December 2018"
"AMERICAN CREW Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41R4sRp6I2L._AC_UL260_SR200,260_.jpg","4.1 out of 5 stars","1,011","4.0 out of 5 stars","Affordable Casuals","Reviewed in India on 17 October 2018"
"AMERICAN CREW Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41R4sRp6I2L._AC_UL260_SR200,260_.jpg","4.1 out of 5 stars","1,011","5.0 out of 5 stars","One of the best in American Crew collection.","Reviewed in India on 5 October 2019"
"AMERICAN CREW Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41R4sRp6I2L._AC_UL260_SR200,260_.jpg","4.1 out of 5 stars","1,011","5.0 out of 5 stars","Great quality Polo shirts from Sunstar and Amazon delivery is also speedy","Reviewed in India on 12 September 2018"
"AMERICAN CREW Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41R4sRp6I2L._AC_UL260_SR200,260_.jpg","4.1 out of 5 stars","1,011","5.0 out of 5 stars","Money worth","Reviewed in India on 13 April 2018"
"AMERICAN CREW Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41R4sRp6I2L._AC_UL260_SR200,260_.jpg","4.1 out of 5 stars","1,011","5.0 out of 5 stars","Very nice","Reviewed in India on 27 January 2019"
"EYEBOGLER Solid Men's Shawl Collar Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Bickr8e9L._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","2,593","5.0 out of 5 stars","Wow product","Reviewed in India on 10 October 2018"
"EYEBOGLER Solid Men's Shawl Collar Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Bickr8e9L._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","2,593","2.0 out of 5 stars","other sizes will also be like that. Material is also below average - likely ...","Reviewed in India on 24 December 2017"
"EYEBOGLER Solid Men's Shawl Collar Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Bickr8e9L._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","2,593","4.0 out of 5 stars","Perfect fit and quality cloth material","Reviewed in India on 24 October 2017"
"EYEBOGLER Solid Men's Shawl Collar Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Bickr8e9L._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","2,593","5.0 out of 5 stars","Nice T-shirt 👕","Reviewed in India on 22 October 2018"
"EYEBOGLER Solid Men's Shawl Collar Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Bickr8e9L._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","2,593","5.0 out of 5 stars","1000000","Reviewed in India on 8 November 2018"
"EYEBOGLER Solid Men's Shawl Collar Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Bickr8e9L._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","2,593","2.0 out of 5 stars","-------","Reviewed in India on 9 July 2019"
"EYEBOGLER Solid Men's Shawl Collar Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Bickr8e9L._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","2,593","1.0 out of 5 stars","Keep away. Poor quality product. Not cotton","Reviewed in India on 11 November 2018"
"EYEBOGLER Solid Men's Shawl Collar Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41Bickr8e9L._AC_UL260_SR200,260_.jpg","3.5 out of 5 stars","2,593","2.0 out of 5 stars","Good product but be careful about size.","Reviewed in India on 21 August 2017"
"Style Shell Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41iD4UQPptL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","1,065","5.0 out of 5 stars","Quality product","Reviewed in India on 30 June 2018"
"Style Shell Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41iD4UQPptL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","1,065","4.0 out of 5 stars","Go for it","Reviewed in India on 17 October 2018"
"Style Shell Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41iD4UQPptL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","1,065","5.0 out of 5 stars","Awesome","Reviewed in India on 17 June 2018"
"Style Shell Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41iD4UQPptL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","1,065","5.0 out of 5 stars","Mast h yaar","Reviewed in India on 13 January 2020"
"Style Shell Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41iD4UQPptL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","1,065","5.0 out of 5 stars","Nice T shirts","Reviewed in India on 8 August 2019"
"Style Shell Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41iD4UQPptL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","1,065","1.0 out of 5 stars","Not bad fabric, I can get in local shop","Reviewed in India on 6 November 2018"
"Style Shell Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41iD4UQPptL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","1,065","5.0 out of 5 stars","Comfortable","Reviewed in India on 18 February 2020"
"Style Shell Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41iD4UQPptL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","1,065","3.0 out of 5 stars","Clothes is good but i have received","Reviewed in India on 10 January 2018"
"Jockey Men's Cotton T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31GT8WNHpBL._AC_UL260_SR200,260_.jpg","4.3 out of 5 stars","3,037","4.3 out of 5 stars","",""
"Jockey Men's Cotton T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31GT8WNHpBL._AC_UL260_SR200,260_.jpg","4.3 out of 5 stars","3,037","5.0 out of 5 stars","Super Comfortable T-shirt and good looking","Reviewed in India on 16 December 2018"
"Jockey Men's Cotton T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31GT8WNHpBL._AC_UL260_SR200,260_.jpg","4.3 out of 5 stars","3,037","2.0 out of 5 stars","fitting..","Reviewed in India on 29 January 2019"
"Jockey Men's Cotton T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31GT8WNHpBL._AC_UL260_SR200,260_.jpg","4.3 out of 5 stars","3,037","5.0 out of 5 stars","Good fit. Excellent material.","Reviewed in India on 30 May 2018"
"Jockey Men's Cotton T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31GT8WNHpBL._AC_UL260_SR200,260_.jpg","4.3 out of 5 stars","3,037","5.0 out of 5 stars","Thank you amazon 🙏🏻","Reviewed in India on 25 November 2018"
"Jockey Men's Cotton T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31GT8WNHpBL._AC_UL260_SR200,260_.jpg","4.3 out of 5 stars","3,037","4.0 out of 5 stars","Fair enough quality","Reviewed in India on 24 July 2019"
"Jockey Men's Cotton T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31GT8WNHpBL._AC_UL260_SR200,260_.jpg","4.3 out of 5 stars","3,037","3.0 out of 5 stars","Quality of fabric is good, but NOT PURE COTTON!","Reviewed in India on 5 November 2018"
"Jockey Men's Cotton T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31GT8WNHpBL._AC_UL260_SR200,260_.jpg","4.3 out of 5 stars","3,037","5.0 out of 5 stars","Nyc","Reviewed in India on 7 October 2018"
"Jockey Men's Cotton T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31GT8WNHpBL._AC_UL260_SR200,260_.jpg","4.3 out of 5 stars","3,037","5.0 out of 5 stars","Pricey but long lasting product from Jockey","Reviewed in India on 9 March 2019"
"Jockey Men's Cotton Muscle Tee","https://images-eu.ssl-images-amazon.com/images/I/419FHU0J0FL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","1,758","1.0 out of 5 stars","Worst product for 299/-","Reviewed in India on 18 March 2018"
"Jockey Men's Cotton Muscle Tee","https://images-eu.ssl-images-amazon.com/images/I/419FHU0J0FL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","1,758","2.0 out of 5 stars","Shoulder straps way too broad for comfort!!","Reviewed in India on 16 October 2019"
"Jockey Men's Cotton Muscle Tee","https://images-eu.ssl-images-amazon.com/images/I/419FHU0J0FL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","1,758","4.0 out of 5 stars","Cheap and Best and Branded","Reviewed in India on 15 June 2017"
"Jockey Men's Cotton Muscle Tee","https://images-eu.ssl-images-amazon.com/images/I/419FHU0J0FL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","1,758","4.0 out of 5 stars","Okay okay not grt","Reviewed in India on 1 October 2018"
"Jockey Men's Cotton Muscle Tee","https://images-eu.ssl-images-amazon.com/images/I/419FHU0J0FL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","1,758","1.0 out of 5 stars","Disappointment","Reviewed in India on 24 April 2019"
"Jockey Men's Cotton Muscle Tee","https://images-eu.ssl-images-amazon.com/images/I/419FHU0J0FL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","1,758","5.0 out of 5 stars","Very Nice Design","Reviewed in India on 3 January 2019"
"Jockey Men's Cotton Muscle Tee","https://images-eu.ssl-images-amazon.com/images/I/419FHU0J0FL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","1,758","5.0 out of 5 stars","The best out there in market","Reviewed in India on 9 March 2019"
"Jockey Men's Cotton Muscle Tee","https://images-eu.ssl-images-amazon.com/images/I/419FHU0J0FL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","1,758","1.0 out of 5 stars","A jackal in a lion's skin.","Reviewed in India on 1 June 2020"
"US Polo Association Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41uqAgpGIYL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","870","5.0 out of 5 stars","Good Buy","Reviewed in India on 14 October 2019"
"US Polo Association Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41uqAgpGIYL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","870","1.0 out of 5 stars","Not genuine","Reviewed in India on 12 August 2018"
"US Polo Association Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41uqAgpGIYL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","870","4.0 out of 5 stars","Decent quality!!","Reviewed in India on 12 March 2020"
"US Polo Association Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41uqAgpGIYL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","870","1.0 out of 5 stars","WORST SELLER","Reviewed in India on 16 October 2019"
"US Polo Association Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41uqAgpGIYL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","870","1.0 out of 5 stars","Defective product received","Reviewed in India on 23 October 2019"
"US Polo Association Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41uqAgpGIYL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","870","3.0 out of 5 stars","Ok","Reviewed in India on 27 October 2019"
"US Polo Association Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41uqAgpGIYL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","870","1.0 out of 5 stars","Fake","Reviewed in India on 12 February 2020"
"US Polo Association Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41uqAgpGIYL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","870","1.0 out of 5 stars","Mismatch Product","Reviewed in India on 7 August 2019"
"PrintOctopus Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/4147PbMvZlL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","372","5.0 out of 5 stars","Go for it","Reviewed in India on 27 June 2019"
"PrintOctopus Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/4147PbMvZlL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","372","4.0 out of 5 stars","Good product. Prompt delivery","Reviewed in India on 17 October 2018"
"PrintOctopus Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/4147PbMvZlL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","372","4.0 out of 5 stars","Good product but size is big","Reviewed in India on 11 June 2020"
"PrintOctopus Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/4147PbMvZlL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","372","4.0 out of 5 stars","Size and Print","Reviewed in India on 5 September 2019"
"PrintOctopus Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/4147PbMvZlL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","372","4.0 out of 5 stars","Nice","Reviewed in India on 15 February 2019"
"PrintOctopus Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/4147PbMvZlL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","372","4.0 out of 5 stars","Nice","Reviewed in India on 7 June 2020"
"PrintOctopus Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/4147PbMvZlL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","372","1.0 out of 5 stars","tshirt looks too glorified on website","Reviewed in India on 9 January 2020"
"PrintOctopus Men's Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/4147PbMvZlL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","372","4.0 out of 5 stars","PrintOctopus printed t-shirts","Reviewed in India on 5 December 2019"
"London Hills Men's Regular Fit T-Shirt (Pack of 4)","https://images-eu.ssl-images-amazon.com/images/I/5144m8KSZZL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","539","3.0 out of 5 stars","It's good","Reviewed in India on 4 April 2019"
"London Hills Men's Regular Fit T-Shirt (Pack of 4)","https://images-eu.ssl-images-amazon.com/images/I/5144m8KSZZL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","539","5.0 out of 5 stars","Soft and quality fabric.","Reviewed in India on 11 October 2018"
"London Hills Men's Regular Fit T-Shirt (Pack of 4)","https://images-eu.ssl-images-amazon.com/images/I/5144m8KSZZL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","539","5.0 out of 5 stars","Soft garment - recommended","Reviewed in India on 24 November 2018"
"London Hills Men's Regular Fit T-Shirt (Pack of 4)","https://images-eu.ssl-images-amazon.com/images/I/5144m8KSZZL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","539","1.0 out of 5 stars","Clolou bleeds after first wash.! Don't go for it","Reviewed in India on 5 August 2019"
"London Hills Men's Regular Fit T-Shirt (Pack of 4)","https://images-eu.ssl-images-amazon.com/images/I/5144m8KSZZL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","539","1.0 out of 5 stars","Don't buy","Reviewed in India on 27 September 2019"
"London Hills Men's Regular Fit T-Shirt (Pack of 4)","https://images-eu.ssl-images-amazon.com/images/I/5144m8KSZZL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","539","1.0 out of 5 stars","Cheap product not worth buying","Reviewed in India on 1 September 2019"
"London Hills Men's Regular Fit T-Shirt (Pack of 4)","https://images-eu.ssl-images-amazon.com/images/I/5144m8KSZZL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","539","2.0 out of 5 stars","Incorrect product description and very poor quality","Reviewed in India on 1 July 2020"
"London Hills Men's Regular Fit T-Shirt (Pack of 4)","https://images-eu.ssl-images-amazon.com/images/I/5144m8KSZZL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","539","3.0 out of 5 stars","Thick material. Not suitable for gym wear.","Reviewed in India on 7 September 2019"
"Leotude Men's Cotton Printed Premium T-Shirt Half Sleeve Black Maroon Colour","https://images-eu.ssl-images-amazon.com/images/I/41-0sHh3BPL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","71","1.0 out of 5 stars","Very ordinary quality","Reviewed in India on 20 February 2020"
"Leotude Men's Cotton Printed Premium T-Shirt Half Sleeve Black Maroon Colour","https://images-eu.ssl-images-amazon.com/images/I/41-0sHh3BPL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","71","5.0 out of 5 stars","Go for it!","Reviewed in India on 6 March 2020"
"Leotude Men's Cotton Printed Premium T-Shirt Half Sleeve Black Maroon Colour","https://images-eu.ssl-images-amazon.com/images/I/41-0sHh3BPL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","71","1.0 out of 5 stars","Don't buy","Reviewed in India on 22 February 2020"
"Leotude Men's Cotton Printed Premium T-Shirt Half Sleeve Black Maroon Colour","https://images-eu.ssl-images-amazon.com/images/I/41-0sHh3BPL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","71","5.0 out of 5 stars","nice","Reviewed in India on 24 February 2020"
"Leotude Men's Cotton Printed Premium T-Shirt Half Sleeve Black Maroon Colour","https://images-eu.ssl-images-amazon.com/images/I/41-0sHh3BPL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","71","4.0 out of 5 stars","Good product","Reviewed in India on 21 May 2020"
"Leotude Men's Cotton Printed Premium T-Shirt Half Sleeve Black Maroon Colour","https://images-eu.ssl-images-amazon.com/images/I/41-0sHh3BPL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","71","5.0 out of 5 stars","Value for money","Reviewed in India on 9 March 2020"
"Leotude Men's Cotton Printed Premium T-Shirt Half Sleeve Black Maroon Colour","https://images-eu.ssl-images-amazon.com/images/I/41-0sHh3BPL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","71","1.0 out of 5 stars","Printing not good","Reviewed in India on 13 March 2020"
"Leotude Men's Cotton Printed Premium T-Shirt Half Sleeve Black Maroon Colour","https://images-eu.ssl-images-amazon.com/images/I/41-0sHh3BPL._AC_UL260_SR200,260_.jpg","3.7 out of 5 stars","71","5.0 out of 5 stars","Nice t shirt. Must buy","Reviewed in India on 11 February 2020"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 5)","https://images-eu.ssl-images-amazon.com/images/I/41G+4Mn1aTL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","948","3.0 out of 5 stars","Good bt nothing extraordinary.","Reviewed in India on 16 January 2019"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 5)","https://images-eu.ssl-images-amazon.com/images/I/41G+4Mn1aTL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","948","5.0 out of 5 stars","Review after 2 months use","Reviewed in India on 10 February 2018"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 5)","https://images-eu.ssl-images-amazon.com/images/I/41G+4Mn1aTL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","948","4.0 out of 5 stars","Received Wrong Neckline, Nice fabric but be careful with the sizes","Reviewed in India on 14 October 2018"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 5)","https://images-eu.ssl-images-amazon.com/images/I/41G+4Mn1aTL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","948","1.0 out of 5 stars","Absolute rubbish...","Reviewed in India on 27 January 2019"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 5)","https://images-eu.ssl-images-amazon.com/images/I/41G+4Mn1aTL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","948","1.0 out of 5 stars","Everybody is sleeping N nobody’s both to take words seriously??","Reviewed in India on 15 November 2018"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 5)","https://images-eu.ssl-images-amazon.com/images/I/41G+4Mn1aTL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","948","5.0 out of 5 stars","Great deal. fantastic material. Stich n finish can be better","Reviewed in India on 24 January 2020"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 5)","https://images-eu.ssl-images-amazon.com/images/I/41G+4Mn1aTL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","948","1.0 out of 5 stars","Cheap product from Amazon itself","Reviewed in India on 27 January 2019"
"Amazon Brand - Symbol Men's Solid Regular Fit Half Sleeve Cotton T-Shirt (Combo Pack of 5)","https://images-eu.ssl-images-amazon.com/images/I/41G+4Mn1aTL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","948","5.0 out of 5 stars","Fabric quality is good. Fit is as expected","Reviewed in India on 16 October 2017"
"Maniac Men's Slim Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41eSrDY+2uL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","164","2.0 out of 5 stars","Not satisfied.","Reviewed in India on 4 October 2019"
"Maniac Men's Slim Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41eSrDY+2uL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","164","1.0 out of 5 stars","Worst quality product","Reviewed in India on 6 October 2019"
"Maniac Men's Slim Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41eSrDY+2uL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","164","2.0 out of 5 stars","T shirt","Reviewed in India on 15 February 2020"
"Maniac Men's Slim Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41eSrDY+2uL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","164","5.0 out of 5 stars","Trendy n casual wear..","Reviewed in India on 22 February 2020"
"Maniac Men's Slim Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41eSrDY+2uL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","164","5.0 out of 5 stars","THIS IS A KILLER-DEAL!!!!!","Reviewed in India on 18 June 2020"
"Maniac Men's Slim Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41eSrDY+2uL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","164","4.0 out of 5 stars","Nice product in this price range. Go for it 😊","Reviewed in India on 18 March 2020"
"Maniac Men's Slim Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41eSrDY+2uL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","164","5.0 out of 5 stars","Value For Money","Reviewed in India on 2 July 2019"
"Maniac Men's Slim Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41eSrDY+2uL._AC_UL260_SR200,260_.jpg","3.6 out of 5 stars","164","5.0 out of 5 stars","Great Product , Highly recommend it !!","Reviewed in India on 1 June 2020"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/415SuLdDTML._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","777","1.0 out of 5 stars","Very poor stitching...","Reviewed in India on 17 January 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/415SuLdDTML._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","777","2.0 out of 5 stars","No","Reviewed in India on 28 December 2018"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/415SuLdDTML._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","777","5.0 out of 5 stars","Five Stars","Reviewed in India on 31 July 2018"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/415SuLdDTML._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","777","3.0 out of 5 stars","Colour runs!!","Reviewed in India on 10 March 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/415SuLdDTML._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","777","5.0 out of 5 stars","Quality does matter.","Reviewed in India on 12 November 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/415SuLdDTML._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","777","4.0 out of 5 stars","Nice product","Reviewed in India on 24 August 2019"
